Time (EDT),AURSCO - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS
 2 Jan '19 09:15:00,0,0,0,0,0,0,0,1555.04,0,0,0,34430.85333,1732641.173,0,0,0,96625.92,2053574.08,0,756.2933333
 2 Jan '19 09:20:00,0,0,0,0,0,0,0,5.76,0,0,0,53637.49333,1475716,0,0,0,57513.12,1918804.053,0,796.56
 2 Jan '19 09:25:00,0,0,0,0,0,0,0,101.4133333,0,0,0,27839.6,1514818.933,0,0,0,54287.73333,1775841.573,0,868.5866667
 2 Jan '19 09:30:00,0,0,0,0,0,0,0,439.6533333,0,0,0,6864.426667,1642579.307,0,0,0,121895.28,1783364.907,0,1240.026667
 2 Jan '19 09:35:00,0,0,0,0,0,0,0,11978.26667,0,0,0,68681.25333,1773097.787,0,0,0,100152.2133,1814898.587,0,628.2933333
 2 Jan '19 09:40:00,0,0,0,0,0,0,0,71612.37333,0,0,0,131322.64,1921684.027,0,0,0,48467.28,2135028.587,0,854.8533333
 2 Jan '19 09:45:00,0,0,0,0,0,0,0,15210.93333,0,0,0,69717.54667,1892996.693,0,0,0,109042.5067,2219245.493,0,1703.52
 2 Jan '19 09:50:00,0,0,0,0,0,0,0,761.4933333,0,56.82666667,0,31680.24,1627085.04,0,0,0,64859.89333,2191346.773,0,1644.346667
 2 Jan '19 09:55:00,0,0,0,0,0,0,0,14694.66667,0,0,0,89558.18667,1490424.613,0,0,0,63345.14667,2327018.24,0,1429.173333
 2 Jan '19 10:00:00,0,0,0,0,0,0,0,14694.66667,0,0,0,35977.65333,1869336.96,0,0,0,70702.18667,2262235.6,0,1479.013333
 2 Jan '19 10:05:00,0,0,0,0,0,0,0,11748.66667,0,0,0,52720.29333,2082775.467,0,0,0,54714.05333,2119749.2,0,616.7466667
 2 Jan '19 10:10:00,0,0,0,0,0,0,535.6,33191.46667,0,0,0,203180.3467,2071080.373,0,0,58.96,123310.72,2545630.08,0,872.8533333
 2 Jan '19 10:15:00,0,0,0,0,0,0,0,67078.64,0,56.82666667,0,50775.12,2449087.04,0,0,0,169293.7067,2387583.867,0,804.6666667
 2 Jan '19 10:20:00,0,0,0,0,0,0,0,16729.2,0,0,0,158042.48,2308641.493,0,0,0,38867.81333,2659119.947,0,673.8933333
 2 Jan '19 10:25:00,0,0,0,0,0,0,0,23991.33333,0,0,2030919.92,96319.73333,2132701.6,0,0,58.96,134850.4,2318970.453,0,736.6133333
 2 Jan '19 10:30:00,0,0,0,0,0,0,0,4832.426667,0,0,0,113758.8267,2345427.867,0,0,58.96,77409.17333,2295804.933,0,560.3733333
 2 Jan '19 10:35:00,0,0,0,0,0,0,185.04,38150.02667,0,55.76,0,173514.6667,2541127.52,0,0,57.89333333,150650.1333,2628790.507,0,1096.266667
 2 Jan '19 10:40:00,0,0,0,0,0,0,0,53205.94667,0,0,56.82666667,133464.64,2261061.813,0,0,0,126404.8533,2945929.6,0,879.5466667
 2 Jan '19 10:45:00,0,0,0,0,0,0,0,42292.98667,0,0,0,139051.2,2162507.12,0,0,0,327977.68,2886877.627,0,1142.133333
 2 Jan '19 10:50:00,0,0,0,0,0,0,186.48,43883.62667,0,0,0,86120.48,2481797.493,0,0,0,261885.8133,2239584.827,0,862.96
 2 Jan '19 10:55:00,0,0,0,0,0,0,0,13032.48,0,6.88,45.73333333,80405.25333,2604898.907,0,0,0,116651.4933,2512920.4,0,692.72
 2 Jan '19 11:00:00,0,0,0,0,0,0,371.52,729.3866667,0,82.42666667,0,48599.25333,2732975.68,0,0,0,49602.53333,2546443.227,0,1281.36
 2 Jan '19 11:05:00,0,0,0,0,0,0,0,22700.42667,0,99.52,58.96,76628.64,2774313.733,0,0,0,85771.12,2500389.36,0,1276.906667
 2 Jan '19 11:10:00,0,0,0,0,0,0,0,38297.09333,0,0,58.96,102621.36,3041609.867,0,0,58.96,104474.9067,2668002.773,0,1425.546667
 2 Jan '19 11:15:00,0,0,0,0,0,0,0,36431.2,0,0,58.96,74728.08,3355010.32,0,0,0,142349.9733,3060120.853,0,674.1066667
 2 Jan '19 11:20:00,0,0,0,0,0,0,0,6030.266667,0,0,0,89167.57333,3392037.653,0,0,0,192621.6267,3041445.493,0,1147.973333
 2 Jan '19 11:25:00,0,0,0,0,0,0,0,1185.92,0,0,0,126332.48,3530087.307,0,0,0,59381.81333,3076622.72,0,978.4
 2 Jan '19 11:30:00,0,0,0,0,0,0,0,5065.44,0,0,18.66666667,87957.68,3242161.867,0,0,0,36166.53333,3176294.373,0,845.1466667
 2 Jan '19 11:35:00,0,0,0,0,0,0,0,26642.48,0,0,0,134707.5733,3519577.253,0,0,0,59294.13333,3439516.747,0,2615.76
 2 Jan '19 11:40:00,0,0,0,0,0,0,0,32352.98667,0,0,0,170553.28,3502950.64,0,0,0,88322.8,3122073.067,0,1316.32
 2 Jan '19 11:45:00,0,0,0,0,0,0,0,40876.64,0,0,3522.16,138779.8133,3283392,0,0,0,239475.4933,2755437.44,0,2023.493333
 2 Jan '19 11:50:00,0,0,0,0,0,0,0,43157.84,0,0,1305815.573,81470.05333,3413247.253,0,0,60.64,188556.0533,2992058.667,0,1278.72
 2 Jan '19 11:55:00,0,0,0,0,0,2.293333333,185.1466667,36280.69333,0,0,745492.48,239260.1333,3220065.84,0,0,117.92,144295.6,2825682.827,0,1647.253333
 2 Jan '19 12:00:00,0,0,0,0,0,0,0,34229.22667,0,0,0,128430.9067,3083676.933,0,0,0,180516.5067,3183971.387,0,1200.4
 2 Jan '19 12:05:00,0,0,0,0,0,0,0,34464.05333,0,0,117.92,423279.8667,3048532.72,0,0,0,78649.52,3444611.52,0,1274.613333
 2 Jan '19 12:10:00,0,0,0,0,0,0,183.3066667,39462.13333,0,0,0,281029.04,3365140.053,0,0,0,60908,3320017.307,0,1945.36
 2 Jan '19 12:15:00,0,0,0,0,0,0,0,43496.64,0,0,0,167625.68,3442763.6,0,0,0,125823.3067,3567034.587,0,855.3866667
 2 Jan '19 12:20:00,0,0,0,0,0,0,0,51265.54667,0,0,0,181481.76,3848911.653,0,0,0,88519.68,3584693.68,0,1349.546667
 2 Jan '19 12:25:00,0,0,0,0,0,0,0,50106.42667,0,0,0,233748.9333,3870593.227,0,0,0,155304.1867,3354556.907,0,1569.413333
 2 Jan '19 12:30:00,0,0,0,0,0,0,0,32953.65333,0,0,0,74434.32,3862677.84,0,0,0,205893.84,3794848.187,0,1453.226667
 2 Jan '19 12:35:00,0,0,0,0,0,0,0,17147.06667,0,0,0,262481.52,3673586.187,0,0,0,136632.6667,4086900.587,0,1543.68
 2 Jan '19 12:40:00,0,0,0,0,0,0,0,118,0,0,57.89333333,193473.2,3997676.613,0,0,0,215148.2933,4069669.92,0,1230.64
 2 Jan '19 12:45:00,0,0,0,0,0,0,0,2914.96,0,0,0,291720.4267,4058068.027,0,0,0,87365.04,3899187.707,0,1548.906667
 2 Jan '19 12:50:00,0,0,0,0,0,0,0,1123.6,0,0,0,342873.28,3790660.347,0,0,3754.346667,134192.5333,3741988.533,0,1842.213333
 2 Jan '19 12:55:00,0,0,0,0,0,0,0,194.9866667,0,0,0,143360.1333,4104079.52,0,0,0,388482.5333,3638302.747,0,1374.373333
 2 Jan '19 13:00:00,0,0,0,0,0,0,0,101.4133333,0,0,0,204458.9067,3975915.2,0,0,0,232695.6267,3829703.947,0,1540.586667
 2 Jan '19 13:05:00,0,0,0,0,0,0,0,356.0266667,0,0,58.96,202482.5333,4149589.333,0,0,57.89333333,217189.84,4067641.707,0,2000.773333
 2 Jan '19 13:10:00,0,0,0,0,0,0,0,23974.48,0,0,57.89333333,60188.50667,4289141.413,0,0,0,115098.4533,4293750.96,0,946.3466667
 2 Jan '19 13:15:00,0,0,0,0,0,0,0,32410.77333,0,0,0,171654.6133,4164604.72,0,0,0,150271.6267,4241892.907,0,1248.773333
 2 Jan '19 13:20:00,0,0,0,0,0,4.586666667,186.4,33658.69333,0,0,1897.093333,92063.09333,4063545.547,0,0,0,112027.8933,3882252.747,0,1317.36
 2 Jan '19 13:25:00,0,0,0,0,0,61.41333333,0,28895.92,0,0,0,231127.5733,3703957.493,0,0,0,116937.84,3880381.12,0,1876.16
 2 Jan '19 13:30:00,0,0,0,0,0,0,0,33600.88,0,0,0,299513.7067,3965790.32,0,0,0,279150.0267,3455245.307,0,1434.08
 2 Jan '19 13:35:00,0,0,0,0,0,0,0,85819.04,0,0,0,185768.72,4339530.293,0,0,0,84430.24,3586360.667,0,845.5733333
 2 Jan '19 13:40:00,0,0,0,0,0,0,0,77888.56,0,0,0,136203.7867,4024539.067,0,0,0,198631.8133,3547477.227,0,640.4533333
 2 Jan '19 13:45:00,0,0,0,0,0,0,0,77530.37333,0,0,0,176920.4267,4377542.053,0,0,0,51528.93333,3894295.307,0,1701.413333
 2 Jan '19 13:50:00,0,0,0,0,0,0,0,85584.72,0,0,0,259779.2,4321310.853,0,0,0,166745.5467,3610664.96,0,1750.613333
 2 Jan '19 13:55:00,0,0,0,0,0,0,0,81997.86667,0,0,0,346776.4533,3943247.813,0,0,0,116874.1333,3827212.053,0,1295.813333
 2 Jan '19 14:00:00,0,0,0,0,0,0,0,79106.50667,0,0,0,163755.1467,3905490.56,0,0,0,156750.6133,3661166.293,0,2119.573333
 2 Jan '19 14:05:00,0,0,0,0,0,0,0,71002.45333,0,0,0,57883.06667,4000634.293,0,0,0,105066.3733,4063210.427,0,1532.773333
 2 Jan '19 14:10:00,0,0,0,0,0,0,0,67268.42667,0,0,0,232647.6,3914042.16,0,0,0,217130.56,3905572.667,0,1700.693333
 2 Jan '19 14:15:00,0,0,0,0,0,0,188.4,69852.58667,0,0,0,158838.2133,3856700.693,0,0,0,235248.6667,4105614.293,0,1686
 2 Jan '19 14:20:00,0,0,0,0,0,0,0,72202.82667,0,0,0,237671.4133,3749948.96,0,0,0,220833.68,4687618.827,0,1055.973333
 2 Jan '19 14:25:00,0,0,0,0,0,0,186.4,44885.86667,0,0,0,188946.32,3694485.627,0,0,0,159974.72,4519968.213,0,1226.053333
 2 Jan '19 14:30:00,0,0,0,0,0,0,0,90725.52,0,0,58.96,120665.0933,3804873.067,0,0,0,389391.5467,4211284.4,0,920.16
 2 Jan '19 14:35:00,0,0,0,0,0,0,0,62152.02667,0,0,0,136773.84,4000512.933,0,0,58.96,363345.28,4368477.227,0,1860.96
 2 Jan '19 14:40:00,0,0,0,0,0,0,0,26308.10667,0,0,0,93775.12,3674046.56,0,0,0,220960.2667,4425996.48,0,2547.04
 2 Jan '19 14:45:00,0,0,0,0,0,0,0,39326.85333,0,0,0,186280.1867,3568214.667,0,0,0,89044.10667,4391713.813,0,1906.96
 2 Jan '19 14:50:00,0,0,0,0,0,0,0,34304.96,0,0,0,188266.8267,3824353.707,0,0,0,235666.6667,4877070,0,1729.04
 2 Jan '19 14:55:00,0,0,0,0,0,0,0,33071.49333,0,0,0,472476.9067,4069192.693,0,0,0,94833.38667,4717544.4,0,1687.466667
 2 Jan '19 15:00:00,0,0,0,0,0,0,0,34385.12,0,0,63.46666667,258534.16,4342851.92,0,0,0,171121.68,4680592.4,0,1264.826667
 2 Jan '19 15:05:00,0,0,0,0,0,0,0,35933.30667,0,0,0,122984.8533,4346067.067,0,0,62.4,66445.06667,4781940.64,0,1862.026667
 2 Jan '19 15:10:00,0,0,0,0,0,0,0,13417.46667,0,0,0,192613.44,3895169.28,0,0,4.506666667,278173.0933,4707715.84,0,2645.066667
 2 Jan '19 15:15:00,0,0,0,0,0,0,0,201.3333333,0,0,0,117276.24,3877038,0,0,0,126482.4267,4445917.947,0,1953.786667
 2 Jan '19 15:20:00,0,0,0,0,0,0,0,683.7866667,0,0,0,141649.3867,3702098.507,0,0,4.506666667,62179.30667,4631666.773,0,3594.586667
 2 Jan '19 15:25:00,0,0,0,0,0,0,190.0533333,658.32,0,55.76,4.506666667,64769.57333,3723299.733,0,0,0,176594.7733,4597810.907,0,1562.053333
 2 Jan '19 15:30:00,0,0,0,0,0,0,0,0,0,0,0,153613.6,4374609.28,0,0,1885.76,189616.8,4881567.893,0,1668.506667
 2 Jan '19 15:35:00,0,0,0,0,0,0,0,993.92,0,0,0,153613.6,4374609.28,0,0,3421.973333,158236.6133,4893692.587,0,1480.746667
 2 Jan '19 15:40:00,0,0,0,0,0,0,0,98.18666667,0,0,1399.786667,398226.9867,4464873.093,0,0,118.5333333,199768.16,4621106.08,0,2350.906667
 2 Jan '19 15:45:00,0,0,0,0,0,0,0,3572.186667,0,0,0,165259.52,4340093.28,0,0,4.506666667,120956.5333,4500636.48,0,2040.746667
 2 Jan '19 15:50:00,0,0,0,0,0,0,0,11524.48,0,0,0,100275.04,4060731.6,0,0,0,66730.26667,4591611.04,0,2853.413333
 2 Jan '19 15:55:00,0,0,0,0,0,0,0,10614.02667,0,0,0,153839.9467,4018405.2,0,0,4.506666667,110821.3867,4404858.027,0,2225.2
 2 Jan '19 16:00:00,0,0,0,0,0,0,0,27723.52,0,0,4.506666667,289078.6933,3735431.76,0,0,57.89333333,169966.5867,3647033.2,0,2880.346667
 2 Jan '19 16:05:00,0,0,0,0,0,0,0,26526.53333,0,0,4.506666667,186683.4133,3510060.933,0,0,0,124053.7067,4072328.347,0,1135.813333
 2 Jan '19 16:10:00,0,0,0,0,0,0,0,41358.93333,0,0,58.96,136759.12,3656690.96,0,0,0,186101.6,4212553.227,0,3136.8
 2 Jan '19 16:15:00,0,0,0,0,0,0,0,40331.92,0,0,1860.106667,213404.6667,4210556.32,0,0,4.506666667,210818.7467,4400239.68,0,1942.266667
 2 Jan '19 16:20:00,0,0,0,0,0,0,0,40702.85333,0,0,3387.893333,49521.09333,4485742.107,0,0,150.72,59444.66667,4433689.6,0,1354.4
 2 Jan '19 16:25:00,0,0,0,0,0,0,0,40574.53333,0,0,431.92,243787.5467,4532392.16,0,0,366.88,213212.4,4035745.227,0,1406.933333
 2 Jan '19 16:30:00,0,0,0,0,0,0,0,40004.58667,0,0,63.46666667,289209.12,4407592.933,0,0,0,151493.2533,4349991.6,0,1503.626667
 2 Jan '19 16:35:00,0,0,0,0,0,0,0,40830.69333,0,0,4.506666667,128850.3733,4904449.36,0,0,3640.186667,26553.65333,4351433.147,0,1623.653333
 2 Jan '19 16:40:00,0,0,0,0,0,0,0,41583.49333,0,56.82666667,1960.826667,340985.3333,4856621.547,0,0,0,121501.4667,4337338.24,0,966.0533333
 2 Jan '19 16:45:00,0,0,0,0,0,0,0,40739.12,0,0,293.7333333,176399.7333,4599385.653,0,0,117.92,157851.2267,4223701.707,0,1301.866667
 2 Jan '19 16:50:00,0,0,0,0,0,0,0,8494.48,0,0,1985.36,102383.6533,4610906.88,0,0,0,195126.4533,4431581.467,0,1580.346667
 2 Jan '19 16:55:00,0,0,0,0,0,0,0,293.9466667,0,0,4.506666667,255314.2133,4377854.693,0,0,0,237028.5067,4550526.587,0,953.9733333
 2 Jan '19 17:00:00,0,0,0,0,0,0,0,354.8266667,0,0,0,2404.16,3750055.573,0,0,0,47309.92,4039417.787,0,81.6
 2 Jan '19 17:05:00,0,0,0,0,0,0,0,205.1733333,0,0,0,20138.45333,3473126.8,0,0,0,370.6133333,4473069.013,0,0
 2 Jan '19 17:10:00,0,0,0,0,0,0,0,614.2133333,0,0,0,267.8933333,3928937.467,0,0,0,25.38666667,4469289.227,0,0
 2 Jan '19 17:15:00,0,0,0,0,0,0,0,21228.90667,0,0,0,9903.573333,4082227.707,0,0,0,39.89333333,4276074.347,0,0
 2 Jan '19 17:20:00,0,0,0,0,0,0,0,19299.78667,0,0,0,72.53333333,4267517.04,0,0,0,21.76,4659488.613,0,0
 2 Jan '19 17:25:00,0,0,0,0,0,0,0,294.3466667,0,0,0,121.0133333,4265397.12,0,0,0,29.01333333,4431260.933,0,0
 2 Jan '19 17:30:00,0,0,0,0,0,0,0,97.81333333,0,0,0,287539.7867,4316708.187,0,0,0,249133.0667,4132995.28,0,2905.973333
 2 Jan '19 17:35:00,0,0,0,0,0,0,0,638,0,0,0,835817.2,4863619.253,0,0,0,440986.5067,4255373.92,0,4065.013333
 2 Jan '19 17:40:00,0,0,0,0,0,0,0,743.4666667,0,0,0,264191.8933,5350117.733,0,0,0,231333.8133,4448077.627,0,3825.12
 2 Jan '19 17:45:00,0,0,0,0,0,0,0,98.24,0,0,0,385725.84,5007544,0,0,0,282123.6,4776402.56,0,2143.066667
 2 Jan '19 17:50:00,0,0,0,0,0,0,0,258.72,0,0,0,184025.2533,4856976.133,0,0,3853.84,165372.6667,5052644.533,0,2074.56
 2 Jan '19 17:55:00,0,0,0,0,0,0,0,433.8933333,0,0,53.73333333,171050.1333,4164866.72,0,0,0,318035.7333,4680330.4,0,2575.386667
 2 Jan '19 18:00:00,0,0,0,0,0,0,0,383.36,0,0,0,233125.8933,4457577.68,0,0,0,154423.68,4791580.32,0,2704.186667
 2 Jan '19 18:05:00,0,0,0,0,0,0,0,28214.16,0,0,0,123054.9867,4745032.427,0,0,0,121567.2,4825783.76,0,2931.866667
 2 Jan '19 18:10:00,0,0,0,0,0,0,0,47968.64,0,0,0,320277.92,4407442.72,0,0,0,125379.92,4857154.507,0,2402.96
 2 Jan '19 18:15:00,0,0,0,0,0,0,186.3466667,45653.49333,0,0,0,72039.06667,4137047.627,0,0,0,95239.12,4372571.76,0,1869.12
 2 Jan '19 18:20:00,0,0,0,0,0,0,0,46540.18667,0,0,5886.32,72863.30667,4793511.653,0,0,0,406767.5733,4977146.613,0,1979.493333
 2 Jan '19 18:25:00,0,0,0,0,0,0,0,46625.57333,0,0,0,146147.7333,4819586.4,0,0,0,202168.6933,5006105.253,0,2220.853333
 2 Jan '19 18:30:00,0,0,0,0,0,0,0,45016.02667,0,0,0,205433.36,4489416.347,0,0,3591.866667,252162.88,4742858,0,1347.2
 2 Jan '19 18:35:00,0,0,0,0,0,0,186.1066667,46174.69333,0,0,1812.986667,23684.90667,4412786.267,0,0,3596.64,127996.56,5264453.12,0,2540.293333
 2 Jan '19 18:40:00,0,0,0,0,0,0,189.28,48871.12,0,2.293333333,0,443580.5867,4211553.04,0,0,0,220842.2933,5141629.28,0,1569.573333
 2 Jan '19 18:45:00,0,0,0,0,0,0,0,44362.85333,0,6.88,0,101694.6933,3891131.44,0,0,0,217650.7467,4974286.347,0,2384.48
 2 Jan '19 18:50:00,0,0,0,0,0,0,0,48271.25333,0,56.82666667,1810.586667,139595.0933,3791258.693,0,0,0,166192.9067,4678709.6,0,1405.866667
 2 Jan '19 18:55:00,0,0,0,0,0,0,0,47461.14667,0,0,0,160325.7333,3727095.067,0,0,0,217038.9067,4465961.12,0,1370.186667
 2 Jan '19 19:00:00,0,0,0,0,0,0,0,43994.69333,0,0,0,39145.52,4006672.427,0,0,0,199198.16,4525044.427,0,1509.6
 2 Jan '19 19:05:00,0,0,0,0,0,0,0,44867.04,0,0,0,167433.7067,4068507.173,0,0,0,246644.0267,4058527.707,0,1142.586667
 2 Jan '19 19:10:00,0,0,0,0,0,0,0,15891.78667,0,0,0,215489.2533,3883852.907,0,0,0,312562.7733,3778805.093,0,2617.76
 2 Jan '19 19:15:00,0,0,0,0,0,0,0,25439.14667,0,0,0,215910.96,3585526.88,0,0,0,236425.5467,3730890.88,0,2273.973333
 2 Jan '19 19:20:00,0,0,0,0,0,0,0,14032.13333,0,0,1663.493333,179121.6267,3586733.227,0,0,0,197372.72,3795325.707,0,2334.426667
 2 Jan '19 19:25:00,0,0,0,0,0,0,0,645.4666667,0,0,0,225879.2,4009139.733,0,0,0,132570.88,4036517.573,0,2961.786667
 2 Jan '19 19:30:00,0,0,0,0,0,0,0,552.9333333,0,0,0,101682.5333,4106955.68,0,0,0,190205.2267,4322798.64,0,2024.746667
 2 Jan '19 19:35:00,0,0,0,0,0,0,0,0,0,0,0,155620.6933,4314980.587,0,0,0,186055.3333,4160455.893,0,2940.426667
 2 Jan '19 19:40:00,0,0,0,0,0,0,0,548.2933333,0,0,0,126242.5867,4147258.453,0,0,0,204776.6667,3964302.373,0,1207.706667
 2 Jan '19 19:45:00,0,0,0,0,0,0,0,4283.84,0,6.88,0,294170.4,4301997.253,0,0,0,173629.04,3984915.307,0,1513.226667
 2 Jan '19 19:50:00,0,0,0,0,0,0,186.3466667,598.08,0,59.12,0,276030.1067,4121955.867,0,0,0,116193.1467,4151498.427,0,1130.64
 2 Jan '19 19:55:00,0,0,0,0,0,0,0,0,0,0,0,149177.44,3736343.307,0,0,0,151398,3959882.373,0,2336.746667
 2 Jan '19 20:00:00,0,0,0,0,0,0,0,258.72,0,0,0,165659.8133,3836922.773,0,0,0,191972.5333,4074841.52,0,2117.653333
 2 Jan '19 20:05:00,0,0,0,0,0,0,0,362.0533333,0,0,0,131565.4133,3924000.053,0,0,0,183143.9733,3826305.6,0,2311.093333
 2 Jan '19 20:10:00,0,0,0,0,0,0,0,101.4133333,0,0,0,99418.18667,3987254.48,0,0,0,257049.0667,4290409.707,0,2649.173333
 2 Jan '19 20:15:00,0,0,0,0,0,0,0,1216.24,0,0,0,275262.8,4165728.907,0,0,0,268492.8533,4252191.067,0,2118.213333
 2 Jan '19 20:20:00,0,0,0,0,0,0,0,1226.96,0,59.12,0,211786.5867,4200623.493,0,0,0,137540.8,4007128.027,0,2644.106667
 2 Jan '19 20:25:00,0,0,0,0,0,0,0,196.4,0,9.173333333,1822.133333,121299.68,4163750.587,0,0,0,285644.72,4146694.373,0,2714.666667
 2 Jan '19 20:30:00,0,0,0,0,0,0,0,553.4933333,0,46.8,0,104683.9467,4073590.373,0,0,0,261013.5733,4366966.267,0,1601.493333
 2 Jan '19 20:35:00,0,0,0,0,0,0,0,379.5733333,0,0,0,386047.3333,3610566.293,0,0,0,174394.3733,3919475.467,0,2596.853333
 2 Jan '19 20:40:00,0,0,0,0,0,0,0,616.4,0,2.293333333,0,169034.6667,3707110.16,0,0,0,75364.66667,3484625.44,0,1420.666667
 2 Jan '19 20:45:00,0,0,0,0,0,0,0,459.7333333,0,46.24,0,90816.96,3538680.96,0,0,0,139054.2933,3307710.347,0,1093.6
 2 Jan '19 20:50:00,0,0,0,0,0,0,0,540.1066667,0,17.46666667,0,218245.2,3113232.853,0,0,0,153312.8267,3300089.68,0,1933.813333
 2 Jan '19 20:55:00,0,0,0,0,0,0,0,589.4666667,0,0,0,70683.44,3167316.027,0,0,8493.146667,150838.1067,3097107.173,0,1310.826667
 2 Jan '19 21:00:00,0,0,0,0,0,0,0,196.24,0,56.82666667,0,174745.76,3159887.36,0,0,0,150620.24,2899824.693,0,2102.373333
 2 Jan '19 21:05:00,0,0,0,0,0,0,0,601.6266667,0,0,0,126116.48,3288270.267,0,0,0,199243.52,2921435.227,0,2136.48
 2 Jan '19 21:10:00,0,0,0,0,0,0,0,947.6,0,6.88,0,92712.21333,3451301.467,0,0,0,164497.92,3280980.48,0,733.6
 2 Jan '19 21:15:00,0,0,0,0,0,0,0,454.2933333,0,59.12,0,193982.1333,3558307.147,0,0,0,182388.2667,3500785.2,0,739.0933333
 2 Jan '19 21:20:00,0,0,0,0,0,0,0,532.9066667,0,0,0,202116.2933,3389034.16,0,0,0,147217.6533,3249468.667,0,979.4133333
 2 Jan '19 21:25:00,0,0,0,0,0,0,0,0,0,0,0,114846.48,3516679.813,0,0,0,151501.7867,3275985.52,0,3401.493333
 2 Jan '19 21:30:00,0,0,0,0,0,0,0,641.28,0,0,0,307433.28,3095908,0,0,0,94146.85333,3400667.813,0,1672.746667
 2 Jan '19 21:35:00,0,0,0,0,0,0,0,7153.146667,0,0,0,321877.3333,3057533.84,0,0,0,159043.7867,3396095.787,0,1960.48
 2 Jan '19 21:40:00,0,0,0,0,0,0,0,0,0,0,0,431946.48,3293339.947,0,0,0,76294.93333,3391263.04,0,2220.026667
 2 Jan '19 21:45:00,0,0,0,0,0,0,0,258.72,0,0,0,141950.3467,3068772.773,0,0,0,139747.5733,3507743.573,0,1651.92
 2 Jan '19 21:50:00,0,0,0,0,0,0,0,0,0,0,0,109981.44,3015119.067,0,0,0,268890.9333,3446063.44,0,1854.506667
 2 Jan '19 21:55:00,0,0,0,0,0,0,0,463.44,0,0,0,217133.52,2918861.867,0,0,0,199204.3467,3193555.387,0,1352.32
 2 Jan '19 22:00:00,0,0,0,0,0,0,0,0,0,56.82666667,0,366603.2,2851221.36,0,0,0,112832.16,2927745.52,0,1162.88
 2 Jan '19 22:05:00,0,0,0,0,0,0,186.4,26027.38667,0,61.41333333,0,159741.7867,2989976.16,0,0,0,123850.6933,2783043.733,0,1827.146667
 2 Jan '19 22:10:00,0,0,0,0,0,118.6933333,277.3866667,15828.45333,0,61.41333333,118.5333333,138250.16,2513256.16,0,0,0,76132.45333,2652002.933,0,1540.213333
 2 Jan '19 22:15:00,0,0,0,0,0,0,186.32,13595.41333,0,4.586666667,0,196388.56,2417157.867,0,0,0,74722.18667,2912755.973,0,1875.893333
 2 Jan '19 22:20:00,0,0,0,0,0,0,0,33611.14667,0,111.7333333,0,92300.72,2529461.627,0,0,0,138395.0667,2838356.693,0,1249.173333
 2 Jan '19 22:25:00,0,0,0,0,0,0,0,9794.586667,0,0,0,43817.52,2521559.627,0,0,0,139895.36,2772564,0,1081.84
 2 Jan '19 22:30:00,0,0,0,0,0,0,277.7333333,25365.22667,0,0,0,208982.2133,2389046.747,0,0,0,161369.2,2535334.053,0,1093.573333
 2 Jan '19 22:35:00,0,0,0,0,0,0,0,3933.493333,0,56.82666667,0,155466.08,2450581.093,0,0,0,128598.6667,2284072.32,0,1260.32
 2 Jan '19 22:40:00,0,0,0,0,0,0,0,2199.946667,0,0,0,47911.33333,2627375.813,0,0,0,198398.5333,2292434.16,0,1166.906667
 2 Jan '19 22:45:00,0,0,0,0,0,0,0,0,0,0,0,214475.5733,2516786.987,0,0,0,206472.2933,2225960.907,0,696.2133333
