Time (EDT),AURSCO - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS
24 Jan '19 22:35:00,,,,,,,,,,,0,161227.84,3068672.693,0,0,58.96,72235.94667,3159380.24,0,845.6
24 Jan '19 22:40:00,,,,,,,,,,,0,122774.32,3105260,0,0,0,326239.44,3165380.107,0,964.9866667
24 Jan '19 22:45:00,,,,,,,,,,,0,20065.89333,3272958.747,0,0,58.96,63768.74667,3068479.28,0,1187.706667
24 Jan '19 22:50:00,,,,,,,,,,,58.96,104758.4267,3002263.787,0,0,0,131662.24,3121152.693,0,1482.373333
24 Jan '19 22:55:00,,,,,,,,,,,58.96,64035.57333,2673667.653,0,0,0,84063.49333,2807404.96,0,1338.133333
24 Jan '19 23:00:00,,,,,,,,,,,0,101776.4533,2689678.56,0,0,0,59317.33333,2740360.053,0,2168.16
24 Jan '19 23:05:00,0,0,0,0,0,0,0,0,0,0,0,153087.52,2827599.813,0,0,0,16199.68,2374966.587,0,2355.226667
24 Jan '19 23:10:00,0,0,0,0,0,0,0,0,0,0,0,113249.12,2941663.147,0,0,0,65911.25333,2388155.387,0,1022.96
24 Jan '19 23:15:00,0,0,0,0,0,0,0,0,0,0,0,195370.1867,2739683.973,0,0,0,45137.25333,2357536.8,0,2026.986667
24 Jan '19 23:20:00,0,0,0,0,0,0,0,0,0,0,0,106212,2472637.467,0,0,0,116403.2,2382484.693,0,1273.866667
24 Jan '19 23:25:00,0,0,0,0,0,0,0,0,0,0,0,126800.3467,2600959.467,0,0,0,176682.3467,2250019.68,0,1033.013333
24 Jan '19 23:30:00,0,0,0,0,0,0,0,0,0,0,0,112793.28,2495623.707,0,0,0,83012.34667,2168439.333,0,404.72
24 Jan '19 23:35:00,0,0,0,0,0,0,0,0,0,0,0,93060.05333,2178964.907,0,0,0,26119.17333,1991979.573,0,911.04
24 Jan '19 23:40:00,0,0,0,0,0,0,0,0,0,0,0,37798.58667,2095596.693,0,0,0,55800.16,1818691.2,0,1259.973333
24 Jan '19 23:45:00,0,0,0,0,0,0,0,0,0,0,0,43761.81333,1996163.947,0,0,0,38411.81333,1668196.933,0,682.96
24 Jan '19 23:50:00,0,0,0,0,0,0,0,0,0,0,0,46108.98667,2096228,0,0,0,91989.44,1664617.44,0,3594.48
24 Jan '19 23:55:00,0,0,0,0,0,0,0,0,0,0,0,120023.9467,2115170.213,0,0,0,5786.16,1485589.307,0,814.7466667
25 Jan '19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,43251.25333,1985414.96,0,0,0,33382.93333,1533772.587,0,2390.773333
25 Jan '19 00:05:00,0,0,0,0,0,0,0,0,0,0,12.16,68888.08,1989444.56,0,0,46.8,144590.8,1688767.493,0,1265.04
25 Jan '19 00:10:00,0,0,0,0,0,0,0,0,0,0,0,101487.1467,1804311.12,0,0,0,42142.21333,1534118.48,0,1305.28
25 Jan '19 00:15:00,0,0,0,0,0,0,0,0,0,0,0,25857.38667,1654870.773,0,0,0,65922.21333,1403985.813,0,1088.24
25 Jan '19 00:20:00,0,0,0,0,0,0,0,0,0,0,0,66718.88,1548332.747,0,0,2757.813333,101574.6933,1167109.253,0,853.4666667
25 Jan '19 00:25:00,0,0,0,0,0,0,0,301.6533333,0,0,0,17677.41333,1577911.173,0,0,0,107595.92,1180065.387,0,1020.746667
25 Jan '19 00:30:00,0,9938.346667,1387.84,0,0,0,186.4266667,1528.506667,0,0,0,7079.04,1551733.36,0,0,0,53254.96,1075947.52,0,965.52
25 Jan '19 00:35:00,0,42649.06667,2269.466667,0,0,0,37143.30667,3669.36,0,0,0,2460.16,1627032.88,0,0,0,144387.4667,1096622.56,0,631.04
25 Jan '19 00:40:00,0,10997.54667,3977.413333,0,0,0,16758.74667,25810.42667,0,0,0,5594.133333,1404298.613,0,0,0,204971.28,996538.8,0,907.0933333
25 Jan '19 00:45:00,0,8465.013333,15591.33333,0,0,0,61428.64,40879.49333,0,0,0,3814.293333,1259051.973,0,0,0,18012.88,1192592.667,0,822.6133333
25 Jan '19 00:50:00,0,7007.866667,14823.65333,0,0,0,24973.06667,43100,0,0,0,3627.6,1307329.707,0,0,0,596.6133333,1288339.467,0,1319.306667
25 Jan '19 00:55:00,0,16528.85333,7451.653333,0,0,0,59618.90667,38485.89333,0,0,0,674.3733333,1159822.48,0,0,0,995.7866667,1142980,0,865.8133333
25 Jan '19 01:00:00,0,33238,6063.066667,0,0,0,39789.97333,38625.76,0,0,0,28196.53333,1013771.547,0,0,0,9543.04,1050851.067,0,634.1866667
25 Jan '19 01:05:00,0,27213.86667,5001.44,0,0,0,53420.53333,78554.8,0,0,0,8008.4,887037.92,0,0,0,109.76,1001164.8,0,284.1333333
25 Jan '19 01:10:00,0,1992.586667,14368.16,0,0,0,27963.25333,64200,0,0,0,35355.41333,782262.9333,0,0,0,4198.106667,1111205.093,0,743.0133333
25 Jan '19 01:15:00,0,43587.09333,46745.81333,0,0,0,70368.45333,25660.16,0,0,0,751.2266667,730297.7333,0,0,0,4475.36,996160.9333,0,800.9066667
25 Jan '19 01:20:00,0,26685.97333,49181.41333,0,0,0,105338.3733,14683.30667,0,0,0,376.24,823017.0133,0,0,0,857.28,972010.4,0,1508.586667
25 Jan '19 01:25:00,0,11508.85333,53490.66667,0,0,0,149404.6133,17950.10667,0,0,0,2523.226667,995254.1867,0,0,0,2796.08,979954.4,0,739.8133333
25 Jan '19 01:30:00,0,2182.08,68472.64,0,0,0,50115.17333,12080.85333,0,0,0,552.6933333,1061669.52,0,0,0,22641.94667,1048656.107,0,845.7333333
25 Jan '19 01:35:00,0,26718.4,87692.74667,0,0,0,83996.37333,5804.853333,0,0,0,19816.50667,884315.2267,0,0,0,62912.10667,1068438.64,0,1018.64
25 Jan '19 01:40:00,0,33003.09333,69320.61333,0,0,0,155333.04,4386.826667,0,0,58.96,970.4,873960.2933,0,0,0,921.3866667,928336.8533,0,962.32
25 Jan '19 01:45:00,58.96,645.04,53350.26667,0,0,0,42457.04,5007.466667,0,0,0,21628.29333,774045.0133,0,0,0,1825.013333,866773.9467,0,1026.08
25 Jan '19 01:50:00,0,1412.373333,57436.13333,0,0,0,727.1733333,7663.866667,0,0,0,184.64,768617.9733,0,0,0,183.3066667,874428.2133,0,1332.506667
25 Jan '19 01:55:00,0,48022.16,49905.33333,0,0,0,369.7866667,4237.386667,0,0,0,0,628828.9067,0,0,0,12940.90667,858801.3067,0,571.0933333
25 Jan '19 02:00:00,57.89333333,66170.93333,34657.04,0,0,0,24798.37333,8796.533333,0,0,0,367.84,615538.56,0,0,0,230.6666667,1002218.267,0,555.04
25 Jan '19 02:05:00,0,5970.88,3203.093333,0,0,0,636.3466667,6011.36,0,0,0,23792.21333,658325.2267,0,0,0,1825.6,914227.76,0,1594.426667
25 Jan '19 02:10:00,0,811.9733333,32592.10667,0,0,0,2383.813333,1999.386667,0,0,55.76,2220.8,592641.8667,0,0,0,972.48,864431.4133,0,1796.053333
25 Jan '19 02:15:00,0,26347.97333,41567.46667,0,0,0,168001.52,31191.22667,0,0,0,544.0533333,560028,0,0,0,1571.253333,803509.5467,0,546.2666667
25 Jan '19 02:20:00,56.82666667,13334.90667,53975.44,0,0,0,29835.41333,11432.72,0,0,0,1651.44,613558.2933,0,0,0,961.0133333,775428.3733,0,810.0533333
25 Jan '19 02:25:00,0,25979.38667,50305.22667,0,0,0,20162.58667,23536.34667,0,0,57.89333333,744.6666667,645511.76,0,0,0,1409.066667,829773.5467,0,730.8533333
25 Jan '19 02:30:00,0,6131.546667,45117.44,0,0,2.293333333,6530.746667,7337.013333,0,0,0,20265.84,661908.16,0,0,0,595.5466667,819507.6,0,1774.64
25 Jan '19 02:35:00,0,46191.92,42392.98667,0,0,0,90585.09333,11157.57333,0,0,46.8,240.32,661458.9867,0,0,12.16,111021.28,691796.96,0,398.8533333
25 Jan '19 02:40:00,0,7745.013333,41641.92,0,0,0,24671.73333,4131.493333,0,0,0,1046.586667,664886.2667,0,0,0,2031.84,660543.68,0,1078.186667
25 Jan '19 02:45:00,0,21344.56,42940.98667,0,0,0,5988.986667,1950.933333,0,0,58.96,185.12,594623.5467,0,0,0,220.96,655642.1067,0,1493.84
25 Jan '19 02:50:00,0,958.16,39333.92,0,0,0,21378.77333,5931.173333,0,0,0,23579.97333,567637.8667,0,0,0,776.24,598326.96,0,996.9333333
25 Jan '19 02:55:00,0,11223.38667,40588.82667,0,0,0,24871.49333,10341.49333,0,0,0,598.3466667,501451.6267,0,0,0,807.2266667,533282.7733,0,745.1466667
25 Jan '19 03:00:00,0,1316.533333,2584.026667,0,0,0,53183.04,9320.853333,0,0,0,1103.253333,414516.5867,0,0,0,183.9733333,410011.7867,0,999.6533333
25 Jan '19 03:05:00,0,22162.98667,10386.96,0,0,0,2183.946667,10873.92,0,0,0,1291.84,434368.7467,0,0,0,1148.133333,328142.96,0,1588.16
25 Jan '19 03:10:00,0,781.3866667,6259.2,0,0,0,369.7333333,8527.44,0,0,0,360.08,382652.7733,0,0,0,825.28,271016.0533,0,952.0533333
25 Jan '19 03:15:00,0,584.1066667,4620.186667,0,0,0,740.8,14823.2,0,0,0,556.32,367970.8,0,0,0,36.26666667,289795.44,0,517.9466667
25 Jan '19 03:20:00,0,925.7066667,3631.253333,0,0,0,34106.34667,4790.586667,0,0,0,756.08,358999.2267,0,0,0,1627.013333,239820.08,0,618.2666667
25 Jan '19 03:25:00,0,770.0533333,3696.346667,0,0,0,3810.72,6048.293333,0,0,0,0,392919.28,0,0,0,976.5066667,294620.8533,0,340.96
25 Jan '19 03:30:00,0,39.89333333,2822.693333,0,0,0,815.0133333,16340.24,0,0,0,184.72,369094.24,0,0,0,1015.706667,373445.8667,0,626.16
25 Jan '19 03:35:00,0,1372.373333,3845.706667,0,0,0,7732.8,17273.92,0,0,0,183.3066667,391579.0667,0,0,0,885.6533333,401580.6933,0,627.2266667
25 Jan '19 03:40:00,0,4428.72,2148.026667,0,0,0,271.6266667,12873.30667,0,0,0,548.1066667,396854.9867,0,0,0,219.6266667,334962.88,0,685.12
25 Jan '19 03:45:00,0,856.7733333,2246.72,0,0,0,857.36,4234.24,0,0,0,556.64,334959.0933,0,0,0,249.4133333,338050.4533,0,231.5733333
25 Jan '19 03:50:00,0,4429.333333,3606.906667,0,0,0,6810.906667,7053.386667,0,0,0,551.4666667,329939.8667,0,0,0,19785.62667,363121.9733,0,510.3733333
25 Jan '19 03:55:00,0,594.4533333,3644.213333,0,0,0,1708.666667,2518.453333,0,0,58.96,0,357452.8533,0,0,0,17640.21333,385836.96,0,400.9866667
25 Jan '19 04:00:00,0,51071.04,36609.09333,0,0,0,10864.77333,1417.36,0,0,0,186.6666667,282637.0667,0,0,0,27911.92,321599.7333,0,831.28
25 Jan '19 04:05:00,0,1680.16,2164.72,0,0,0,2501.093333,4027.066667,0,0,0,371.9466667,238328.2933,0,0,0,220.9066667,326151.2,0,1002.506667
25 Jan '19 04:10:00,0,19283.86667,4768.053333,0,0,0,1319.093333,4555.466667,0,0,0,553.2,287073.2267,0,0,0,21973.06667,284329.76,0,411.36
25 Jan '19 04:15:00,0,1152.853333,5333.893333,0,0,0,14140.29333,3594.906667,0,0,0,186.5333333,299653.2533,0,0,0,1121.893333,347590.9867,0,693.8666667
25 Jan '19 04:20:00,0,1122.506667,3801.92,0,0,0,6775.36,9944.24,0,0,0,3237.573333,284628.6133,0,0,0,36.26666667,321011.2267,0,1361.546667
25 Jan '19 04:25:00,0,728.1866667,4307.04,0,0,0,756.5066667,5993.386667,0,0,0,11489.84,197831.9467,0,0,0,36.26666667,300543.6267,0,626.16
25 Jan '19 04:30:00,0,1037.466667,30432.16,0,0,0,785.36,3933.546667,0,0,0,185.2533333,214961.76,0,0,0,36.26666667,299937.6533,0,572.7466667
25 Jan '19 04:35:00,0,300.7733333,11152.05333,0,0,0,557.8133333,2381.68,0,0,0,0,205080.2933,0,0,0,36.26666667,273639.28,0,345.2266667
25 Jan '19 04:40:00,0,300.6666667,7748.96,0,0,0,369.8133333,11790.26667,0,0,0,35.92,197353.5467,0,0,0,36.26666667,271389.2,0,343.0933333
25 Jan '19 04:45:00,0,776.3733333,6552.24,0,0,0,10446.74667,8487.52,0,0,0,0,214498.0267,0,0,0,220.9866667,275582.1067,0,456
25 Jan '19 04:50:00,0,485.8933333,3764.16,0,0,0,464.2133333,5315.2,0,0,0,728.5866667,177853.6,0,0,0,447.92,320202.08,0,457.8133333
25 Jan '19 04:55:00,0,542.7733333,28161.76,0,0,0,945.9733333,6862.586667,0,0,0,2655.253333,195491.0933,0,0,0,36.26666667,273094.0267,0,486.2933333
25 Jan '19 05:00:00,0,13002.4,13183.62667,0,0,0,6234.48,12471.30667,0,0,0,587.52,179948.0267,0,0,0,36.26666667,231824.5067,0,377.84
25 Jan '19 05:05:00,0,18033.94667,7963.253333,0,0,0,2719.52,8431.253333,0,0,0,554.0266667,176395.76,0,0,0,1063.893333,242738.1867,0,1440
25 Jan '19 05:10:00,0,1391.92,6492.24,0,0,0,181.7333333,6320.746667,0,0,0,367.8666667,157229.5733,0,0,0,911.92,248044.2667,0,691.0133333
25 Jan '19 05:15:00,0,710.72,5339.68,0,0,0,42795.57333,2911.253333,0,0,0,363.6,213597.7867,0,0,0,90.53333333,296141.6533,0,409.0133333
25 Jan '19 05:20:00,0,954.64,5635.52,0,0,0,1516.533333,13777.97333,0,0,0,0,218681.4933,0,0,0,222.6666667,336802.9867,0,743.0133333
25 Jan '19 05:25:00,0,72.53333333,5977.386667,0,0,0,1750.613333,5536.4,0,0,0,990.48,170650.6667,0,0,0,356.72,196465.1467,0,564.08
25 Jan '19 05:30:00,0,422.64,1841.893333,0,0,0,595.6533333,7423.626667,0,0,0,374.7733333,147793.8133,0,0,0,1134.853333,159415.7067,0,519.4666667
25 Jan '19 05:35:00,0,1073.28,7521.733333,0,0,0,5644.906667,33718.29333,0,0,0,13695.84,141058.2133,0,0,0,608.56,201790.64,0,695.04
25 Jan '19 05:40:00,0,1074.48,4135.013333,0,0,0,410.2666667,47806.69333,0,0,0,743.0133333,218010.48,0,0,0,94.58666667,187425.04,0,467.28
25 Jan '19 05:45:00,0,3493.92,44441.22667,0,0,0,594.6933333,62487.14667,0,0,0,6463.013333,285363.4133,0,0,0,714.6666667,178482,0,399.92
25 Jan '19 05:50:00,0,426.08,34659.2,0,0,0,957.9466667,55064.4,0,0,0,13588.48,321392.7467,0,0,0,402.5866667,171124.0533,0,350.0533333
25 Jan '19 05:55:00,0,85425.2,3021.626667,0,0,0,38295.30667,79674.77333,0,0,0,14825.01333,170736.5867,0,0,0,21902.98667,172249.6533,0,569.3333333
25 Jan '19 06:00:00,0,262.5333333,4281.84,0,0,0,39.89333333,79259.78667,0,0,0,1150.853333,150256.48,0,0,0,384.1866667,189570.6133,0,688.5333333
25 Jan '19 06:05:00,0,187.6,4860.026667,0,0,0,486.9066667,86278.13333,0,0,0,711.8133333,208463.7867,0,0,0,320.24,208894.9867,0,465.84
25 Jan '19 06:10:00,0,187.6,4860.026667,0,0,0,21484.50667,92634.29333,0,0,0,488.88,208173.9733,0,0,0,903.3333333,242453.4133,0,399.92
25 Jan '19 06:15:00,0,64244.4,5475.813333,0,0,0,64641.14667,54859.6,0,0,0,4088.826667,172678,0,0,0,1053.706667,282369.0933,0,637.3066667
25 Jan '19 06:20:00,0,45064.18667,8967.173333,0,0,0,1011.44,55920.42667,0,0,0,546.72,278346.1333,0,0,0,14023.04,413309.7333,0,1672.4
25 Jan '19 06:25:00,0,827.2533333,3788.88,0,0,0,11510.66667,5085.866667,0,0,0,20334.18667,299527.4667,0,0,0,4096.506667,465609.9467,0,1321.893333
25 Jan '19 06:30:00,0,66511.78667,4399.653333,0,0,0,4350.906667,4867.413333,0,0,0,862.9066667,316849.6533,0,0,0,770.8266667,451502.4533,0,630.4266667
25 Jan '19 06:35:00,0,18926.37333,4194.88,0,0,0,422.8266667,2781.52,0,0,0,896,281372.1067,0,0,0,5157.493333,365052.5333,0,691.0133333
25 Jan '19 06:40:00,0,21528.96,5334.613333,0,0,0,30272.96,4351.093333,0,0,0,8042.373333,344269.2,0,0,0,4438.64,401825.7067,0,795.5733333
25 Jan '19 06:45:00,0,5445.173333,4681.973333,0,0,0,1518.613333,14254.8,0,0,0,24311.68,419978.0533,0,0,0,35240.96,356682.9067,0,692.8
25 Jan '19 06:50:00,0,28278.32,2589.386667,0,0,0,22244.56,18162.45333,0,0,0,4140.053333,466105.2533,0,0,0,46583.12,394602.96,0,582.6133333
25 Jan '19 06:55:00,0,21741.36,26554.48,0,0,0,668.2133333,14718.26667,0,0,0,37456.77333,742493.7867,0,0,58.96,47094.02667,422050.1867,0,397.7866667
25 Jan '19 07:00:00,0,274.9333333,19469.62667,0,0,0,722.48,73430.93333,0,0,0,34782.45333,749146.5867,0,0,0,16907.76,473838.72,0,523.4933333
25 Jan '19 07:05:00,0,18902.53333,4170.293333,0,0,0,7049.173333,48929.46667,0,0,0,1649.493333,736725.0933,0,0,0,37040.85333,542163.68,0,797.7066667
25 Jan '19 07:10:00,0,16586.13333,3311.76,0,0,0,7049.173333,48929.46667,0,0,0,38040.08,586700.6667,0,0,0,48928.4,734138.32,0,797.7066667
25 Jan '19 07:15:00,0,10848.05333,11081.36,0,0,0,1572.533333,53551.14667,0,0,0,6725.653333,708106.2933,0,0,0,37440.08,844283.0667,0,804.5333333
25 Jan '19 07:20:00,0,5251.973333,56040.96,0,0,0,3259.066667,43568.45333,0,0,0,24046.18667,916209.8933,0,0,0,60245.89333,781094.0533,0,832.6666667
25 Jan '19 07:25:00,0,21542,93622.69333,0,0,0,5458.053333,51133.62667,0,0,0,53453.81333,890481.5467,0,0,0,6686.053333,821524.9333,0,944.6666667
25 Jan '19 07:30:00,0,5524.56,101499.76,0,0,0,861.36,61217.01333,0,0,0,451.4666667,929638.0533,0,0,1714.8,49648.45333,856525.3067,0,621.1466667
25 Jan '19 07:35:00,0,15177.17333,20827.65333,0,0,0,4806.373333,12443.62667,0,0,0,56171.86667,888814.72,0,0,0,41263.6,713648.5867,0,974.72
25 Jan '19 07:40:00,0,15177.17333,20827.65333,0,0,0,4806.373333,12443.62667,0,0,0,56171.86667,888814.72,0,0,0,41263.6,713648.5867,0,974.72
25 Jan '19 07:45:00,0,26837.94667,27356.4,0,0,0,73836.42667,11207.36,0,0,0,45556.98667,1061805.173,0,0,0,35752.72,707289.76,0,1549.413333
25 Jan '19 07:50:00,0,6322.373333,33798.10667,0,0,0,30279.30667,37718.93333,0,0,0,8739.653333,960862.16,0,0,0,20356.64,843294.24,0,913.7066667
25 Jan '19 07:55:00,0,35132,84407.36,0,0,0,6250.106667,52365.6,0,0,0,83917.06667,1018610.453,0,0,0,66779.28,907680.8533,0,860.4266667
25 Jan '19 08:00:00,0,41968.08,91437.44,0,0,0,39946.18667,97126.16,0,0,0,87472.05333,1174829.707,0,0,0,45899.17333,899261.8133,0,692
25 Jan '19 08:05:00,0,29020.77333,46257.36,0,0,0,87146.72,27094.72,0,0,0,77169.06667,1773437.973,0,0,0,82944.8,1369403.6,0,868.96
25 Jan '19 08:10:00,0,21541.04,27676.58667,0,0,0,87146.72,27094.72,0,0,0,77169.06667,1773437.973,0,0,0,24616.10667,1376135.627,0,852.4
25 Jan '19 08:15:00,0,7354.746667,17086.93333,0,0,0,82108.29333,62579.14667,0,0,0,30492.88,1990529.44,0,0,0,105697.0933,1349961.92,0,934.32
25 Jan '19 08:20:00,0,1546.533333,8476.106667,0,0,0,91171.36,43488.05333,0,0,0,114578.5867,2173677.547,0,0,0,97332.90667,1464190.613,0,1455.493333
25 Jan '19 08:25:00,12.16,49242.26667,43619.36,0,0,0,51829.44,94103.70667,0,0,0,114578.5867,2173677.547,0,0,0,30757.52,1608458.907,0,582.56
25 Jan '19 08:30:00,12.16,49242.26667,43619.36,0,0,0,85160.85333,85954.48,0,0,0,166316.08,2169074.56,0,0,0,30757.52,1608458.907,0,582.56
25 Jan '19 08:35:00,0,59846.18667,61737.01333,0,0,46.8,67061.44,50187.89333,0,0,0,131289.4933,1912676.373,0,0,0,88169.76,1613536.933,0,1002.613333
25 Jan '19 08:40:00,0,2054.8,26824.74667,0,0,0,7769.973333,30903.44,0,0,0,64997.25333,1801830.667,0,0,0,50877.54667,1843428.267,0,1704.666667
25 Jan '19 08:45:00,0,105973.68,151522.3733,0,0,0,6570.133333,21644.26667,0,0,0,86983.04,1980775.173,0,0,0,34775.68,1809200.667,0,970.9866667
25 Jan '19 08:50:00,0,105973.68,151522.3733,0,0,0,122576.2933,37940.16,0,0,0,86983.04,1980775.173,0,0,0,57071.49333,1859892.933,0,1207.36
25 Jan '19 08:55:00,0,21465.86667,199265.2267,0,0,0,36187.76,127264.1867,0,56.82666667,0,55828.4,2176728.693,0,0,0,41317.22667,1809358.587,0,1463.28
25 Jan '19 09:00:00,0,8230.426667,132189.12,0,0,0,29262.13333,139858.56,0,0,0,55495.76,1952090.64,0,0,0,101269.3067,1748134.613,0,1431.973333
25 Jan '19 09:05:00,0,44133.22667,161938.6667,0,0,0,69962.48,87487.14667,0,0,0,60356.45333,2044838.88,0,0,0,53952.98667,2317050.667,0,1729.44
25 Jan '19 09:10:00,0,58800.4,136607.9733,0,0,0,32097.94667,131598.5333,0,0,0,62684.32,2141714.027,0,0,0,90359.78667,2290316.507,0,973.9466667
25 Jan '19 09:15:00,0,111112.9067,114545.0133,0,0,0,46613.36,181158.8,0,0,0,100260.16,2166384.827,0,0,0,183252.4533,2495093.067,0,866.4533333
25 Jan '19 09:20:00,0,20452.58667,142138.2933,0,0,0,65600.90667,182726.4,0,0,0,140540.2133,2341063.067,0,0,0,3354.693333,2796308.427,0,2201.946667
25 Jan '19 09:25:00,0,163033.8667,144672.1333,0,0,0,44303.78667,197196.4533,0,0,0,87609.49333,2384978.613,0,0,0,24267.38667,2793133.013,0,888.1333333
25 Jan '19 09:30:00,0,159494.9333,209484.3467,0,0,0,127182.72,138774.2933,0,0,0,27336.53333,2118717.867,0,0,0,51595.17333,2921046.107,0,961.0933333
25 Jan '19 09:35:00,0,174333.6267,160166.32,0,0,0,112355.4667,131716.88,0,0,0,61155.36,2391167.627,0,0,0,2895.146667,3026227.547,0,1373.866667
25 Jan '19 09:40:00,0,56156,25883.30667,0,0,0,62432.58667,109123.3067,0,0,46.8,87238.77333,2472298.8,0,0,10.02666667,83042.93333,3022200.427,0,1323.146667
25 Jan '19 09:45:00,0,100713.1733,30531.81333,0,0,0,32096.74667,42799.6,0,0,57.89333333,53486.45333,2704230.533,0,0,0,90858.18667,2940624.88,0,1042.773333
25 Jan '19 09:50:00,0,44892.34667,38865.38667,0,0,0,74600.74667,51851.73333,0,0,0,73832.29333,2498220.773,0,0,0,67954.56,3325266.187,0,1703.946667
25 Jan '19 09:55:00,0,10967.41333,36034,0,0,0,107104.48,160419.92,0,0,0,125450.7733,2902042.853,0,0,0,39773.12,3477291.68,0,1437.84
25 Jan '19 10:00:00,0,2076.453333,106404.16,0,0,0,103094.6667,297630.88,0,0,0,61876.45333,2982551.253,0,0,0,21140.98667,3513621.84,0,981.28
25 Jan '19 10:05:00,0,50913.73333,150704.96,0,0,0,63967.41333,281522.9333,0,0,0,108353.6,3126707.867,0,0,0,146337.68,3468623.173,0,785.5466667
25 Jan '19 10:10:00,0,74456.56,144799.2533,0,0,0,56678.8,235718.32,0,0,0,158254.4,3630313.733,0,0,0,143139.2,3265680.907,0,1514.586667
25 Jan '19 10:15:00,0,135409.4133,184144.9867,0,0,0,168202.08,200874.32,0,0,0,83450.88,4093201.333,0,0,0,75019.09333,3120551.68,0,876.5866667
25 Jan '19 10:20:00,0,70205.30667,137054.4533,0,0,0,59346.48,229820.0533,0,0,0,36610.88,4336939.307,0,0,0,177575.52,3574045.333,0,1083.653333
25 Jan '19 10:25:00,0,110373.52,169350.9867,0,0,0,41115.12,262991.36,0,0,0,108729.28,4035941.44,0,0,0,104262.5333,3526607.547,0,741.9466667
25 Jan '19 10:30:00,0,104813.92,237774.7733,0,0,0,64115.04,313591.52,0,0,392.4266667,117840.5067,3987280.427,0,0,0,31786.26667,3521328.56,0,1520.186667
25 Jan '19 10:35:00,0,143141.92,403533.8133,0,0,0,45968.45333,273020.5867,0,0,548.8266667,53715.54667,4137506.667,0,0,0,89831.84,3387663.6,0,800.4533333
25 Jan '19 10:40:00,58.96,196641.1467,386559.2533,0,0,0,65940.10667,375491.12,0,0,435.3066667,151688.88,4174416.24,0,0,0,122555.76,3687125.28,0,1157.706667
25 Jan '19 10:45:00,0,238621.3067,341392.5067,0,0,0,57049.09333,436708.8,0,0,198.5866667,50497.57333,3930516.293,0,0,0,245588.16,3596965.093,0,1031.2
25 Jan '19 10:50:00,0,168842,366738.48,0,0,0,21143.70667,281615.4133,0,0,213.4133333,34161.81333,3868474.267,0,0,0,101434.7733,3517489.04,0,875.5466667
25 Jan '19 10:55:00,0,89507.78667,453687.2,0,0,0,87636.82667,238787.6533,0,0,414.7733333,175206.9067,3722540.533,0,0,0,101578.32,3367952.453,0,1521.893333
25 Jan '19 11:00:00,58.96,106890.9867,397099.4667,0,0,0,175567.2267,192478.8,0,0,0,203133.7067,3551568.373,0,0,0,81957.78667,3524816.88,0,1469.493333
25 Jan '19 11:05:00,0,91304.21333,354860.6133,0,0,0,245998.8267,174073.4667,0,0,0,49125.01333,3852278.533,0,0,0,144008.72,3492650.133,0,1737.226667
25 Jan '19 11:10:00,0,113747.9733,266193.6533,0,0,4.586666667,131699.4667,318665.9467,0,0,0,237602.5333,4534094.96,0,0,0,77631.22667,4064959.12,0,1295.253333
25 Jan '19 11:15:00,0,63288.98667,261438.9067,0,0,61.41333333,92929.2,424871.84,0,0,0,150882.6933,4451175.84,0,0,0,47833.38667,3891691.68,0,1016.906667
